DateTime,Open,High,Low,Close,Volume
2016-10-03 09:45:00,94.000,94.000,94.000,94.000,5
2016-10-03 10:07:00,94.050,94.050,94.050,94.050,1
2016-10-03 10:10:00,94.050,94.050,94.050,94.050,1
2016-10-03 10:15:00,94.150,94.150,94.150,94.150,1
2016-10-03 10:19:00,94.175,94.175,94.175,94.175,1
2016-10-03 10:20:00,94.250,94.250,94.250,94.250,1
2016-10-03 10:21:00,94.325,94.325,94.325,94.325,1
2016-10-03 10:22:00,94.400,94.400,94.400,94.400,1
2016-10-03 10:51:00,94.475,94.550,94.475,94.550,2
2016-10-03 10:54:00,94.650,94.650,94.650,94.650,1
2016-10-03 11:02:00,94.750,94.750,94.750,94.750,1
2016-10-03 11:09:00,94.850,94.850,94.850,94.850,2
2016-10-03 11:12:00,94.875,94.875,94.875,94.875,1
2016-10-03 11:21:00,95.000,95.000,95.000,95.000,1
2016-10-03 11:26:00,95.150,95.150,95.150,95.150,1
2016-10-03 12:03:00,95.300,95.300,95.300,95.300,1
2016-10-03 12:07:00,95.150,95.150,95.150,95.150,1
2016-10-04 09:40:00,96.450,96.450,96.450,96.450,1
2016-10-04 09:41:00,96.450,96.450,96.450,96.450,1
2016-10-04 09:42:00,96.450,96.450,96.450,96.450,1
2016-10-04 09:44:00,96.500,96.500,96.500,96.500,3
2016-10-04 09:47:00,96.125,96.125,96.125,96.125,1
2016-10-04 09:52:00,96.250,96.250,96.250,96.250,1
2016-10-04 09:54:00,96.400,96.400,96.400,96.400,1
2016-10-04 09:55:00,96.500,96.550,96.500,96.550,2
2016-10-04 09:57:00,96.500,96.500,96.500,96.500,5
2016-10-04 09:58:00,96.500,96.500,96.500,96.500,1
2016-10-04 09:59:00,96.500,96.550,96.500,96.550,3
2016-10-04 10:02:00,96.850,97.000,96.850,97.000,4
2016-10-04 10:08:00,97.050,97.050,97.050,97.050,2
2016-10-04 10:12:00,97.250,97.250,97.250,97.250,1
2016-10-04 10:13:00,97.250,97.250,97.250,97.250,1
2016-10-04 10:25:00,97.125,97.125,97.100,97.100,5
2016-10-04 10:26:00,97.250,97.250,97.250,97.250,3
2016-10-04 10:28:00,97.150,97.150,97.150,97.150,1
2016-10-04 10:30:00,97.250,97.500,97.250,97.500,8
2016-10-04 10:40:00,97.300,97.300,97.300,97.300,3
2016-10-04 10:43:00,97.250,97.250,97.250,97.250,1
2016-10-04 10:51:00,97.025,97.025,97.025,97.025,1
2016-10-04 11:37:00,97.550,97.550,97.550,97.550,1
2016-10-04 12:49:00,97.250,97.250,97.250,97.250,1
2016-10-04 12:50:00,97.500,97.500,97.500,97.500,1
2016-10-04 12:55:00,97.150,97.150,97.150,97.150,1
2016-10-04 12:56:00,97.150,97.150,97.150,97.150,2
2016-10-04 13:47:00,97.550,97.550,97.550,97.550,1
2016-10-04 13:57:00,97.675,97.675,97.675,97.675,1
2016-10-04 13:58:00,97.675,97.675,97.675,97.675,1
2016-10-04 13:59:00,97.750,97.900,97.750,97.900,4
2016-10-05 09:30:00,97.650,97.650,97.650,97.650,1
2016-10-05 10:04:00,97.500,97.500,97.500,97.500,2
2016-10-05 10:14:00,97.575,97.575,97.575,97.575,2
2016-10-05 10:15:00,97.650,97.650,97.650,97.650,2
2016-10-05 10:19:00,97.550,97.550,97.525,97.525,2
2016-10-05 12:47:00,97.600,97.600,97.600,97.600,2
2016-10-05 12:49:00,97.650,97.650,97.650,97.650,2
2016-10-05 12:52:00,97.700,97.700,97.700,97.700,2
