DateTime,Open,High,Low,Close,Volume
2018-09-13 12:12:00,116.825,116.825,116.825,116.825,1
2018-09-13 12:14:00,116.800,116.800,116.800,116.800,1
2018-09-13 12:50:00,116.775,116.775,116.775,116.775,1
2018-09-14 09:57:00,117.000,117.000,117.000,117.000,1
2018-09-14 10:06:00,117.250,117.250,117.250,117.250,3
2018-09-14 10:07:00,117.250,117.250,117.250,117.250,2
2018-09-14 10:09:00,117.250,117.250,117.250,117.250,2
2018-09-14 10:10:00,117.250,117.250,117.250,117.250,1
2018-09-14 11:32:00,117.150,117.150,117.150,117.150,1
2018-09-17 11:18:00,117.375,117.375,117.375,117.375,1
2018-09-17 11:22:00,117.375,117.375,117.375,117.375,1
2018-09-17 11:57:00,117.375,117.375,117.375,117.375,1
2018-09-17 11:58:00,117.375,117.375,117.375,117.375,1
2018-09-17 12:00:00,117.400,117.400,117.400,117.400,1
2018-09-17 13:55:00,117.350,117.350,117.350,117.350,1
2018-09-20 09:37:00,117.250,117.250,117.250,117.250,1
2018-09-20 09:39:00,117.250,117.250,117.250,117.250,1
2018-09-20 09:40:00,117.250,117.250,117.250,117.250,1
2018-09-20 09:41:00,117.250,117.250,117.250,117.250,1
2018-09-20 09:42:00,117.250,117.250,117.250,117.250,1
2018-09-20 11:11:00,117.250,117.250,117.250,117.250,1
2018-09-20 11:12:00,117.250,117.250,117.250,117.250,1
2018-09-20 11:13:00,117.250,117.250,117.250,117.250,1
2018-09-20 12:56:00,117.300,117.300,117.300,117.300,1
2018-09-20 13:55:00,117.300,117.300,117.300,117.300,1
2018-09-20 14:02:00,117.350,117.350,117.350,117.350,1
2018-09-21 12:39:00,117.150,117.150,117.050,117.050,6
2018-09-24 10:36:00,116.925,116.925,116.925,116.925,1
2018-09-24 10:38:00,116.925,116.925,116.925,116.925,1
2018-09-24 12:02:00,116.925,116.925,116.925,116.925,1
2018-09-24 12:16:00,116.950,116.950,116.950,116.950,1
2018-09-24 12:17:00,116.950,116.950,116.950,116.950,1
2018-09-24 12:19:00,116.900,116.900,116.900,116.900,1
2018-09-24 12:49:00,116.900,116.900,116.900,116.900,1
2018-09-24 13:30:00,117.100,117.100,117.100,117.100,1
2018-09-24 13:52:00,116.900,116.900,116.900,116.900,1
2018-09-24 13:59:00,117.100,117.100,117.100,117.100,1
2018-09-25 09:36:00,116.875,116.875,116.875,116.875,1
2018-09-25 09:41:00,116.900,116.900,116.900,116.900,1
2018-09-25 10:12:00,116.925,116.925,116.925,116.925,1
2018-09-25 10:18:00,116.975,116.975,116.975,116.975,1
2018-09-25 10:22:00,117.000,117.000,117.000,117.000,1
2018-09-25 10:40:00,117.125,117.125,117.125,117.125,1
2018-09-25 11:07:00,117.150,117.150,117.150,117.150,1
2018-09-25 11:09:00,117.150,117.150,117.150,117.150,1
2018-09-26 09:32:00,117.275,117.275,117.275,117.275,1
2018-09-26 10:02:00,117.525,117.525,117.525,117.525,2
2018-09-26 13:15:00,117.375,117.375,117.375,117.375,1
2018-09-26 13:16:00,117.375,117.375,117.375,117.375,6
2018-09-26 13:17:00,117.375,117.375,117.375,117.375,2
2018-09-26 13:18:00,117.375,117.375,117.375,117.375,3
2018-09-26 13:19:00,117.375,117.375,117.375,117.375,1
2018-09-27 09:32:00,117.875,117.875,117.875,117.875,2
2018-09-27 09:35:00,117.650,117.650,117.650,117.650,1
2018-09-27 10:26:00,117.750,117.750,117.750,117.750,5
2018-09-27 12:48:00,117.800,117.800,117.800,117.800,1
2018-09-27 13:57:00,117.825,117.825,117.825,117.825,2
2018-09-28 11:15:00,117.750,117.750,117.750,117.750,4
2018-09-28 11:21:00,117.750,117.750,117.750,117.750,1
2018-09-28 13:41:00,117.750,117.750,117.750,117.750,1
2018-09-28 13:59:00,118.000,118.000,118.000,118.000,1
2018-09-28 14:01:00,118.000,118.000,118.000,118.000,3
2018-09-28 14:02:00,118.000,118.000,118.000,118.000,1
2018-10-01 09:52:00,118.500,118.500,118.500,118.500,1
2018-10-01 09:53:00,118.600,118.600,118.600,118.600,2
2018-10-01 11:59:00,117.900,117.900,117.900,117.900,1
2018-10-01 12:01:00,117.900,117.900,117.900,117.900,1
2018-10-01 12:03:00,117.925,117.950,117.925,117.925,5
2018-10-01 12:07:00,117.950,117.950,117.925,117.925,2
2018-10-01 12:12:00,118.000,118.000,118.000,118.000,1
2018-10-01 12:30:00,118.175,118.175,118.175,118.175,1
2018-10-01 12:38:00,118.175,118.175,118.175,118.175,1
2018-10-01 12:57:00,117.900,117.900,117.500,117.825,8
2018-10-01 12:58:00,117.875,117.875,117.375,117.375,40
2018-10-01 13:04:00,117.650,117.675,117.650,117.675,4
2018-10-01 13:07:00,117.675,117.675,117.675,117.675,1
2018-10-01 13:59:00,118.125,118.125,118.125,118.125,2
2018-10-01 14:00:00,118.150,118.150,118.150,118.150,1
2018-10-01 14:04:00,118.250,118.250,118.250,118.250,1
2018-10-02 09:39:00,117.975,117.975,117.975,117.975,1
2018-10-02 09:41:00,117.900,117.900,117.900,117.900,2
2018-10-02 11:44:00,117.750,117.750,117.750,117.750,2
2018-10-02 12:22:00,117.750,117.750,117.750,117.750,8
2018-10-02 12:37:00,117.750,117.750,117.750,117.750,2
2018-10-02 12:41:00,117.750,117.750,117.750,117.750,3
2018-10-02 13:38:00,118.000,118.000,118.000,118.000,1
2018-10-02 13:43:00,118.000,118.000,118.000,118.000,14
2018-10-02 13:59:00,118.000,118.000,118.000,118.000,15
2018-10-03 10:48:00,118.075,118.075,118.075,118.075,1
2018-10-03 13:59:00,117.525,117.525,117.525,117.525,2
2018-10-04 12:44:00,117.625,117.625,117.625,117.625,2
2018-10-04 14:02:00,117.725,117.725,117.725,117.725,2
2018-10-08 09:30:00,118.000,118.000,118.000,118.000,2
2018-10-08 12:51:00,118.000,118.000,118.000,118.000,3
2018-10-08 13:18:00,118.000,118.000,118.000,118.000,1
2018-10-08 13:20:00,118.000,118.000,118.000,118.000,1
2018-10-08 13:29:00,118.100,118.100,118.100,118.100,6
2018-10-08 13:32:00,118.100,118.100,118.100,118.100,1
2018-10-08 13:41:00,118.100,118.100,118.100,118.100,1
2018-10-08 13:42:00,118.100,118.100,118.100,118.100,2
2018-10-09 11:57:00,117.550,117.550,117.550,117.550,2
2018-10-09 13:21:00,117.700,117.700,117.700,117.700,1
2018-10-10 10:51:00,117.225,117.225,117.225,117.225,2
2018-10-10 11:20:00,117.100,117.100,117.100,117.100,1
2018-10-10 11:33:00,117.175,117.175,117.175,117.175,1
2018-10-11 12:44:00,117.075,117.075,117.075,117.075,1
2018-10-11 14:04:00,117.325,117.325,117.325,117.325,2
2018-10-12 09:50:00,117.100,117.100,117.100,117.100,2
2018-10-12 10:32:00,116.925,116.925,116.925,116.925,1
2018-10-15 12:29:00,116.600,116.600,116.600,116.600,1
2018-10-15 12:31:00,116.600,116.600,116.600,116.600,1
2018-10-15 12:32:00,116.600,116.600,116.600,116.600,1
2018-10-15 12:38:00,116.675,116.675,116.675,116.675,2
2018-10-15 13:46:00,117.350,117.350,117.350,117.350,1
2018-10-15 13:53:00,117.325,117.325,117.325,117.325,1
2018-10-15 13:59:00,117.425,117.425,117.425,117.425,2
2018-10-16 11:13:00,117.100,117.100,117.100,117.100,1
2018-10-16 13:11:00,117.225,117.225,117.225,117.225,2
2018-10-16 13:46:00,117.250,117.250,117.250,117.250,2
2018-10-17 10:40:00,117.025,117.025,117.025,117.025,2
2018-10-17 10:41:00,117.025,117.025,117.025,117.025,1
2018-10-17 10:42:00,117.025,117.025,117.025,117.025,2
2018-10-17 10:51:00,117.050,117.050,117.050,117.050,1
2018-10-17 10:53:00,117.050,117.050,117.050,117.050,2
2018-10-17 10:55:00,117.025,117.025,117.025,117.025,2
2018-10-17 10:57:00,117.025,117.025,117.000,117.000,3
2018-10-17 11:01:00,117.000,117.000,117.000,117.000,3
2018-10-17 11:08:00,117.000,117.000,117.000,117.000,1
2018-10-17 13:50:00,117.150,117.150,117.150,117.150,1
2018-10-17 13:57:00,117.150,117.150,117.150,117.150,3
2018-10-18 09:41:00,117.050,117.050,117.050,117.050,1
2018-10-18 13:48:00,116.725,116.725,116.725,116.725,2
2018-10-19 11:36:00,116.625,116.625,116.625,116.625,2
2018-10-19 13:23:00,116.425,116.425,116.425,116.425,2
2018-10-19 13:43:00,116.400,116.400,116.400,116.400,2
2018-10-19 13:52:00,116.400,116.400,116.400,116.400,1
2018-10-22 09:33:00,117.800,117.800,117.800,117.800,2
2018-10-22 09:48:00,117.275,117.275,117.275,117.275,1
2018-10-22 09:50:00,117.400,117.425,117.400,117.425,2
2018-10-22 10:18:00,117.225,117.225,117.050,117.050,2
2018-10-22 10:41:00,117.425,117.425,117.425,117.425,1
2018-10-22 11:32:00,117.000,117.000,117.000,117.000,1
2018-10-22 11:39:00,117.000,117.000,117.000,117.000,3
2018-10-22 11:46:00,117.000,117.000,117.000,117.000,4
2018-10-22 11:55:00,117.025,117.025,117.025,117.025,1
